POSITION_PCT,MAX_POSITION_PCT,STOP_LOSS_PCT,TRAILING_STOP_PCT,SELL_COOLDOWN_BARS,MACD_SELL_RSI_MIN,MOMENTUM_FILTER_ENABLED,MOMENTUM_LOOKBACK,MOMENTUM_MIN_PCT,DEATH_CROSS_CONFIRM,PROFIT_PROTECT_ENABLED,PROFIT_PROTECT_PCT,total_return,annual_return,max_drawdown,sharpe,trades,win_rate,final_value
0.9,0.35,0.2,0.15,5,95,True,5,-0.15,1,False,0.05,0.5554191384411994,0.2273721312263557,-0.11660650785288998,1.0544638172480871,162,0.5454545454545454,1555419.1384411994
0.95,0.35,0.3,0.15,5,85,True,5,-0.15,1,False,0.05,0.5554191384411994,0.2273721312263557,-0.11660650785288998,1.0544638172480871,162,0.5454545454545454,1555419.1384411994
0.95,0.35,0.3,0.15,5,95,True,5,-0.15,1,False,0.05,0.5554191384411994,0.2273721312263557,-0.11660650785288998,1.0544638172480871,162,0.5454545454545454,1555419.1384411994
0.9,0.4,0.2,0.15,3,85,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.2,0.15,3,90,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.2,0.15,3,95,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.4,0.2,0.15,3,95,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.2,0.15,3,85,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.4,0.15,0.15,3,85,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.4,0.3,0.15,3,85,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.4,0.3,0.15,3,95,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.15,0.15,3,95,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.15,0.15,3,85,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.15,0.15,3,90,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.4,0.15,0.15,3,90,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.3,0.15,3,85,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.3,0.15,3,95,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.4,0.15,0.15,3,95,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.4,0.2,0.15,3,90,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.4,0.3,0.15,3,90,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.95,0.4,0.3,0.15,3,90,True,5,-0.15,1,False,0.05,0.5550996573249998,0.22725520388830933,-0.10809078834933358,1.022292445531559,161,0.5393258426966292,1555099.6573249998
0.9,0.35,0.15,0.2,5,90,True,5,-0.15,1,False,0.05,0.5504858768399996,0.2255651616494565,-0.11616120915999001,1.0520846027319042,168,0.5494505494505495,1550485.8768399996
0.9,0.35,0.15,0.2,5,95,True,5,-0.15,1,False,0.05,0.5504858768399996,0.2255651616494565,-0.11616120915999001,1.0520846027319042,168,0.5494505494505495,1550485.8768399996
0.95,0.35,0.15,0.2,5,90,True,5,-0.15,1,False,0.05,0.5504858768399996,0.2255651616494565,-0.11616120915999001,1.0520846027319042,168,0.5494505494505495,1550485.8768399996
0.9,0.35,0.15,0.2,5,85,True,5,-0.15,1,False,0.05,0.5504858768399996,0.2255651616494565,-0.11616120915999001,1.0520846027319042,168,0.5494505494505495,1550485.8768399996
0.95,0.35,0.15,0.2,5,95,True,5,-0.15,1,False,0.05,0.5504858768399996,0.2255651616494565,-0.11616120915999001,1.0520846027319042,168,0.5494505494505495,1550485.8768399996
0.95,0.35,0.15,0.2,5,85,True,5,-0.15,1,False,0.05,0.5504858768399996,0.2255651616494565,-0.11616120915999001,1.0520846027319042,168,0.5494505494505495,1550485.8768399996
0.95,0.4,0.15,0.3,3,90,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.95,0.4,0.15,0.2,3,85,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.95,0.4,0.15,0.2,3,90,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.9,0.4,0.15,0.3,3,90,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.9,0.4,0.15,0.3,3,95,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.95,0.4,0.15,0.2,3,95,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.95,0.4,0.15,0.3,3,95,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.95,0.4,0.15,0.3,3,85,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.9,0.4,0.15,0.2,3,85,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.9,0.4,0.15,0.2,3,90,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.9,0.4,0.15,0.3,3,85,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.9,0.4,0.15,0.2,3,95,True,5,-0.15,1,False,0.05,0.5464920441391999,0.22410002945505658,-0.11314795505261854,1.0081744548966085,157,0.5517241379310345,1546492.0441392
0.85,0.4,0.3,0.3,3,95,True,5,-0.15,1,False,0.05,0.5417385400441996,0.22235356586321853,-0.1248359589583683,0.9839586039458914,170,0.5376344086021505,1541738.5400441997
0.85,0.4,0.3,0.3,3,85,True,5,-0.15,1,False,0.05,0.5417385400441996,0.22235356586321853,-0.1248359589583683,0.9839586039458914,170,0.5376344086021505,1541738.5400441997
0.85,0.4,0.3,0.3,3,90,True,5,-0.15,1,False,0.05,0.5417385400441996,0.22235356586321853,-0.1248359589583683,0.9839586039458914,170,0.5376344086021505,1541738.5400441997
0.85,0.4,0.3,0.2,5,95,True,5,-0.15,1,False,0.05,0.5350042009645999,0.21987438238845725,-0.1404459264103377,0.9622020717519978,169,0.5164835164835165,1535004.2009645998
0.85,0.4,0.3,0.2,5,90,True,5,-0.15,1,False,0.05,0.5350042009645999,0.21987438238845725,-0.1404459264103377,0.9622020717519978,169,0.5164835164835165,1535004.2009645998
0.85,0.4,0.3,0.2,5,85,True,5,-0.15,1,False,0.05,0.5350042009645999,0.21987438238845725,-0.1404459264103377,0.9622020717519978,169,0.5164835164835165,1535004.2009645998
0.85,0.4,0.2,0.2,5,90,True,5,-0.15,1,False,0.05,0.5350042009645999,0.21987438238845725,-0.1404459264103377,0.9622020717519978,169,0.5164835164835165,1535004.2009645998
