total_return,annual_return,max_drawdown,sharpe,calmar,win_rate,trades,MA_TREND,STOP_LOSS_PCT,TRAILING_STOP_PCT,MAX_DRAWDOWN_LIMIT,PROFIT_TARGET_1,PROFIT_TARGET_2,PROFIT_TARGET_3,RSI_OVERBOUGHT,MACD_SELL_RSI_MIN,MACD_BUY_ENABLED,SELL_COOLDOWN_BARS,MA_FAST,MA_SLOW,POSITION_PCT,MAX_POSITION_PCT,MAX_TOTAL_POS_PCT,MIN_CASH_RESERVE
24.418524585799943,5.404728470565789,-27.791114210541,0.23096397746497802,0.1944768543506546,64.83516483516483,559,30,0.08,0.1,0.25,0.06,0.1,0.25,85,75,True,5,10,20,0.6,0.4,0.95,0.05
24.33588907934008,5.387857833717358,-26.82807416426335,0.23077088859477474,0.20082909420663214,64.92537313432835,613,30,0.05,0.1,0.25,0.04,0.15,0.18,85,75,True,5,10,20,0.6,0.4,0.95,0.05
24.24352937368001,5.368991855821337,-26.235978920842694,0.22654331403026867,0.20464232998586682,61.5819209039548,558,30,0.07,0.08,0.2,0.08,0.1,0.25,85,75,True,3,10,20,0.6,0.4,0.95,0.05
23.111167063419895,5.136818476714788,-25.72734932969149,0.21491891063312252,0.19966372792188408,64.0,615,0,0.05,0.08,0.15,0.04,0.15,0.25,85,75,True,5,10,20,0.6,0.4,0.95,0.05
23.04970855991987,5.124171057993632,-26.068456610000446,0.2130914231413855,0.19656595458082796,61.53846153846154,519,30,0.08,0.12,0.2,0.06,0.12,0.25,90,75,True,5,10,20,0.6,0.4,0.95,0.05
22.993690996840012,5.112639141464381,-27.5962701851546,0.21320988789861203,0.1852655850649963,65.09186351706036,584,30,0.07,0.1,0.15,0.06,0.1,0.22,85,75,True,3,10,20,0.6,0.4,0.95,0.05
22.930630623640074,5.099652603122307,-24.05990321230749,0.2118182455608692,0.21195648869084618,62.94277929155313,574,30,0.05,0.08,0.2,0.08,0.1,0.18,85,75,True,3,10,20,0.6,0.4,0.95,0.05
22.525401120139936,5.016079501024029,-27.060176257201118,0.20818987557387936,0.18536758420740793,65.77540106951871,571,30,0.07,0.1,0.2,0.06,0.1,0.18,85,75,True,5,10,20,0.6,0.4,0.95,0.05
22.37561466587989,4.985134960196813,-26.879826041889928,0.20644402736334194,0.18546009012215717,66.74816625916871,619,0,0.05,0.12,0.15,0.04,0.1,0.22,85,75,True,5,10,20,0.6,0.4,0.95,0.05
22.220333470040046,4.953024888055624,-25.863808801683252,0.2034476424476071,0.19150407915686704,63.89684813753582,543,0,0.07,0.12,0.2,0.08,0.1,0.22,85,75,True,3,10,20,0.6,0.4,0.95,0.05
22.046958746480012,4.917136705888625,-23.601542868859873,0.20144814603019948,0.2083396298797206,61.79775280898876,561,0,0.05,0.08,0.25,0.08,0.12,0.18,85,75,True,3,10,20,0.6,0.4,0.95,0.05
22.02867106974006,4.913348941680806,-24.810199884144954,0.20153800854037857,0.19803745897350467,66.18705035971223,633,0,0.05,0.12,0.2,0.04,0.1,0.25,85,75,True,3,10,20,0.6,0.4,0.95,0.05
22.02826612833999,4.913265064885808,-26.314254323782972,0.20136659198720097,0.18671496461312115,60.42944785276073,527,30,0.05,0.1,0.2,0.06,0.15,0.22,90,75,True,5,10,20,0.6,0.4,0.95,0.05
21.96587949330001,4.900340199084163,-24.43317723445925,0.2015640187075497,0.20056090749315175,65.57377049180327,647,30,0.05,0.1,0.15,0.04,0.12,0.18,85,75,True,3,10,20,0.6,0.4,0.95,0.05
21.808240431919973,4.867659166653571,-26.57821028050975,0.20007127691534482,0.18314473078810378,65.97701149425286,652,30,0.07,0.08,0.25,0.04,0.1,0.18,85,75,True,3,10,20,0.6,0.4,0.95,0.05
21.788834674239972,4.863633831913194,-25.24642521214257,0.19850964249318837,0.19264643572484755,63.47150259067358,598,30,0.05,0.1,0.15,0.06,0.12,0.22,85,75,True,3,10,20,0.6,0.4,0.95,0.05
21.66389260648,4.8377054439297185,-29.19725510234745,0.19779458042144268,0.1656904194237344,63.50574712643679,542,0,0.08,0.12,0.25,0.06,0.12,0.25,85,75,True,5,10,20,0.6,0.4,0.95,0.05
21.515264961119858,4.806835411316168,-23.974587482937604,0.19633591970258965,0.20049710614362518,65.27093596059113,619,0,0.05,0.08,0.2,0.06,0.15,0.25,80,75,True,3,10,20,0.6,0.4,0.95,0.05
21.515264961119858,4.806835411316168,-23.974587482937604,0.19633591970258965,0.20049710614362518,65.27093596059113,619,30,0.05,0.08,0.25,0.06,0.15,0.25,80,75,True,3,10,20,0.6,0.4,0.95,0.05
21.445573930339886,4.792350679977364,-27.723885803799337,0.19482634308211355,0.17285999206217373,62.880886426592795,568,30,0.05,0.12,0.15,0.04,0.12,0.25,90,75,True,5,10,20,0.6,0.4,0.95,0.05
